Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,HYEA_rep111,HYEA_rep112,HYEA_rep113,HYEA_rep114,HYEB_rep111,HYEB_rep112,HYEB_rep113,HYEB_rep114
Q969P0,IGSF8_HUMAN,IGSF8,Immunoglobulin superfamily member 8,1,1,2157.05,,,,,1157.79,,
Q969R5,LMBL2_HUMAN,L3MBTL2,Lethal(3)malignant brain tumor-like protein 2,2,1,,,,,,,,
Q969S3,ZN622_HUMAN,ZNF622,Cytoplasmic 60S subunit biogenesis factor ZNF622,5,5,81992.9,86398,74808.2,99557.4,83520.5,98036.1,85065.3,91861.2
Q969S9,RRF2M_HUMAN,GFM2,"Ribosome-releasing factor 2, mitochondrial",2,2,12972.2,13463.6,,9285.81,9291.99,,10869.7,16648.5
Q969T4,UB2E3_HUMAN,UBE2E3,Ubiquitin-conjugating enzyme E2 E3,2,1,,11767.2,9023.37,,,11365.4,9858.54,10467.3
Q969T7,5NT3B_HUMAN,NT5C3B,7-methylguanosine phosphate-specific 5'-nucleotidase,1,1,,,,,,,,
Q969T9,WBP2_HUMAN,WBP2,WW domain-binding protein 2,1,1,,8338.96,,15066.8,9416.48,16639.2,3074.34,19814.2
Q969U7,PSMG2_HUMAN,PSMG2,Proteasome assembly chaperone 2,2,2,192723,232408,199299,174234,197079,234961,221768,213117
Q969V3,NCLN_HUMAN,NCLN,BOS complex subunit NCLN,6,6,108937,127809,124044,129337,121694,146750,121880,138640
Q969V6,MRTFA_HUMAN,MRTFA,Myocardin-related transcription factor A,1,1,,1996.15,,,,,,
Q969X5,ERGI1_HUMAN,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,4,4,74596.3,90005.6,88823.6,104508,81107.4,77487.6,74457.9,67937.9
Q969X6,UTP4_HUMAN,UTP4,U3 small nucleolar RNA-associated protein 4 homolog,3,3,12200.6,14503.2,,19220.7,23272.7,15909.8,19375.5,26566.9
Q969Y2,GTPB3_HUMAN,GTPBP3,"tRNA modification GTPase GTPBP3, mitochondrial",4,4,19794.9,12608.4,12002.6,18981.9,32771.2,20468.9,11444.4,27659.6
Q969Z0,FAKD4_HUMAN,TBRG4,FAST kinase domain-containing protein 4,2,2,663801,745268,487276,716158,573398,859009,681511,671478
Q969Z3,MARC2_HUMAN,MTARC2,Mitochondrial amidoxime reducing component 2,4,3,9143.09,14652.1,16686.6,15483.9,15183.9,24089.8,7040.16,15759.3
Q96A26,F162A_HUMAN,FAM162A,Protein FAM162A,1,1,17713.1,27433.2,,29808.2,,33642.6,22711.6,31511.8
Q96A33,CCD47_HUMAN,CCDC47,PAT complex subunit CCDC47,5,5,27345.8,43247.8,38742,39651.3,36783.3,44913.9,40360.6,57400.3
Q96A35,RM24_HUMAN,MRPL24,Large ribosomal subunit protein uL24m,4,4,35812.8,,35342.8,42232.5,62134.5,45674.2,45931.8,71334.9
Q96A49,SYAP1_HUMAN,SYAP1,Synapse-associated protein 1,5,5,49789.4,73776,48289.4,76769.6,71006.9,87625.7,59590.7,88026.5
Q96A57,TM230_HUMAN,TMEM230,Transmembrane protein 230,1,1,28630.8,,10415.4,19952.8,18840.1,19591.8,13264.4,
Q96A65,EXOC4_HUMAN,EXOC4,Exocyst complex component 4,7,7,35640.6,41096.2,33341,43751,36592.8,38554.6,38118.2,40955.8
Q96A83,COQA1_HUMAN,COL26A1,Collagen alpha-1(XXVI) chain,1,1,425763,,460966,,,251446,267547,309331
Q96AA3,RFT1_HUMAN,RFT1,Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1,1,1,14168.6,,9466.8,,,,,
Q96AC1,FERM2_HUMAN,FERMT2,Fermitin family homolog 2,9,8,202269,228013,217414,218425,214099,224422,202952,224180
Q96AE4,FUBP1_HUMAN,FUBP1,Far upstream element-binding protein 1,9,9,824520,899392,825471,915710,781711,935554,834063,950107
Q96AG4,LRC59_HUMAN,LRRC59,Leucine-rich repeat-containing protein 59,4,4,1.07E+06,1.24E+06,1.16E+06,1.30E+06,1.13E+06,1.28E+06,1.17E+06,1.17E+06
Q96AP0,ACD_HUMAN,ACD,Adrenocortical dysplasia protein homolog,1,1,,,,,,,,
Q96AQ6,PBIP1_HUMAN,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,5,5,20630,26013.5,34154,34709.3,36590.6,38081,25773.7,35644.4
Q96AQ8,MCUR1_HUMAN,MCUR1,Mitochondrial calcium uniporter regulator 1,2,2,13573.8,,18217.5,,,,11243.3,
Q96AX1,VP33A_HUMAN,VPS33A,Vacuolar protein sorting-associated protein 33A,5,5,35072.6,48261,35728.3,41804.6,35366.9,29248.9,37936,34892.8
Q96AY2,EME1_HUMAN,EME1,Crossover junction endonuclease EME1,1,1,,,,,,15301.2,,
Q96AY3,FKB10_HUMAN,FKBP10,Peptidyl-prolyl cis-trans isomerase FKBP10,7,7,338673,370403,333941,367709,349352,444494,357073,425453
Q96AY4,TTC28_HUMAN,TTC28,Tetratricopeptide repeat protein 28,4,4,,,,3791.29,,3401.51,,
Q96B01,R51A1_HUMAN,RAD51AP1,RAD51-associated protein 1,1,1,,,,,,,,
Q96B23,ARK2N_HUMAN,ARK2N,Protein ARK2N,3,3,16620.5,8119.02,15635,7780.32,13406.6,18478.3,13386.2,12747.5
Q96B26,EXOS8_HUMAN,EXOSC8,Exosome complex component RRP43,4,4,49671,62708.4,48175.1,84640.7,72830.3,61885.8,58707.7,70773.7
Q96B49,TOM6_HUMAN,TOMM6,Mitochondrial import receptor subunit TOM6 homolog,1,1,,9119.74,4259.61,,,,,
Q96B54,ZN428_HUMAN,ZNF428,Zinc finger protein 428,2,2,,,,2306.8,,,,
Q96B70,LENG9_HUMAN,LENG9,Leukocyte receptor cluster member 9,2,2,,,,,9536.45,,,
Q96B97,SH3K1_HUMAN,SH3KBP1,SH3 domain-containing kinase-binding protein 1,12,12,162514,181271,162169,192582,160296,172755,156481,174491
Q96BD0,SO4A1_HUMAN,SLCO4A1,Solute carrier organic anion transporter family member 4A1,2,2,7028.25,,,,8666.57,,,4863.66
Q96BI1,S22AI_HUMAN,SLC22A18,Solute carrier family 22 member 18,1,1,,,,,,,,
Q96BI3,APH1A_HUMAN,APH1A,Gamma-secretase subunit APH-1A,1,1,36592,35349.2,23685.4,29777,30286.1,41502.3,35318.5,44439.3
Q96BJ3,AIDA_HUMAN,AIDA,"Axin interactor, dorsalization-associated protein",1,1,1137.33,2989.08,2395.58,4012.02,5757.24,1474.61,3300.66,1501.46
Q96BK5,PINX1_HUMAN,PINX1,PIN2/TERF1-interacting telomerase inhibitor 1,2,2,,3434.96,4724.83,,4236.14,,,
Q96BM9,ARL8A_HUMAN,ARL8A,ADP-ribosylation factor-like protein 8A,5,1,399981,483832,425190,454618,398820,490940,416896,463836
Q96BN8,OTUL_HUMAN,OTULIN,Ubiquitin thioesterase otulin,3,3,99403.3,117067,107426,79139.9,81027.1,97298.9,104302,117363
Q96BP2,CHCH1_HUMAN,CHCHD1,Small ribosomal subunit protein mS37,1,1,8830.69,9384.75,12042.9,16540.5,,,,17556
Q96BP3,PPWD1_HUMAN,PPWD1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,5,5,17353.9,21304.6,20147.5,21359.6,17130.6,18804.7,18749.9,22116.9
Q96BQ5,CC127_HUMAN,CCDC127,Coiled-coil domain-containing protein 127,3,3,23787.8,26258.7,29045.7,36449.7,33885.5,23182.7,24700.7,27708.3
Q96BR5,COA7_HUMAN,COA7,Cytochrome c oxidase assembly factor 7,2,2,,,,67047.1,,84986.2,,74269.2
Q96BW1,UPP_HUMAN,UPRT,Uracil phosphoribosyltransferase homolog,1,1,,4155.6,,,,,,4353.85
Q96BW5,PTER_HUMAN,PTER,N-acetyltaurine hydrolase,2,2,4996.05,9199.96,4633.81,,,,,3805.27
Q96BY9,SARAF_HUMAN,SARAF,Store-operated calcium entry-associated regulatory factor,1,1,,,,,,,,
Q96C01,F136A_HUMAN,FAM136A,Protein FAM136A,1,1,,,16280.7,23658.1,36215.1,46070.6,27106.5,52801.5
Q96C19,EFHD2_HUMAN,EFHD2,EF-hand domain-containing protein D2,3,3,102193,98394.6,97294.6,111268,98959.8,114321,95045.9,96025
Q96C23,GALM_HUMAN,GALM,Galactose mutarotase,4,4,32364.4,36581.5,24487.5,34277.3,32198.2,28818.1,33105.9,31079.6
Q96C24,SYTL4_HUMAN,SYTL4,Synaptotagmin-like protein 4,3,3,,26140.2,,,21829.3,,,25997.7
Q96C36,P5CR2_HUMAN,PYCR2,Pyrroline-5-carboxylate reductase 2,4,3,118686,182391,137706,129320,155605,185736,152911,189030
Q96C57,CSTOS_HUMAN,CUSTOS,Protein CUSTOS,5,5,15044.3,9197.14,15139.9,8705.04,9814.61,6076.03,6688.34,13166.4
Q96C90,PP14B_HUMAN,PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,1,1,,,,,,,,
Q96C92,ENTR1_HUMAN,ENTR1,Endosome-associated-trafficking regulator 1,1,1,,,,,,,,
Q96CB8,INT12_HUMAN,INTS12,Integrator complex subunit 12,5,5,19784.4,14522,,,17568.3,22195.8,10438.4,15868.1
Q96CB9,NSUN4_HUMAN,NSUN4,5-methylcytosine rRNA methyltransferase NSUN4,4,4,25691,28709.8,28187.9,25831.8,26147.4,26263.8,28493.1,31933.9
Q96CD2,COAC_HUMAN,PPCDC,Phosphopantothenoylcysteine decarboxylase,2,2,5830.9,9829.05,10387.4,6733.27,3867.06,7537.98,4016.7,7306.27
Q96CF2,CHM4C_HUMAN,CHMP4C,Charged multivesicular body protein 4c,1,1,,,2871.54,,3560.52,,,1977.74
Q96CM8,ACSF2_HUMAN,ACSF2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",5,5,16103.9,15909.5,21355.7,17711.6,18428.3,20114.7,14343.3,12600
Q96CN7,ISOC1_HUMAN,ISOC1,Isochorismatase domain-containing protein 1,4,4,228823,228225,249395,264765,233157,243454,221724,271395
Q96CP2,FWCH2_HUMAN,FLYWCH2,FLYWCH family member 2,1,1,119476,160971,107101,129668,145765,127551,116648,161585
Q96CS3,FAF2_HUMAN,FAF2,FAS-associated factor 2,2,2,28515.2,46048.8,44961.2,39382.9,43688.7,63608.4,56724,49023.3
Q96CT7,CC124_HUMAN,CCDC124,Coiled-coil domain-containing protein 124,6,6,232738,247505,220046,233708,234250,289483,217411,218706
Q96CU9,FXRD1_HUMAN,FOXRED1,FAD-dependent oxidoreductase domain-containing protein 1,2,2,,,5728.76,4805.67,,8381.38,,9815.23
Q96CV9,OPTN_HUMAN,OPTN,Optineurin,1,1,4717.49,,5009.02,4622.26,5913.61,4441.11,5081.13,4366.39
Q96CW1,AP2M1_HUMAN,AP2M1,AP-2 complex subunit mu,5,5,494704,580741,546989,566228,503208,634854,509797,652525
Q96CW5,GCP3_HUMAN,TUBGCP3,Gamma-tubulin complex component 3,7,7,14858.4,25585.6,19597.1,27056.9,20097.6,25995.7,19806.8,24827.2
Q96D46,NMD3_HUMAN,NMD3,60S ribosomal export protein NMD3,5,5,30456.3,38387.2,38480.5,33278.8,40023.1,37498,34994.2,34641.9
Q96D53,COQ8B_HUMAN,COQ8B,"Atypical kinase COQ8B, mitochondrial",1,1,,,,,5370.64,,,
Q96DA6,TIM14_HUMAN,DNAJC19,Mitochondrial import inner membrane translocase subunit TIM14,2,2,31966.1,22534.6,17082.6,,16960.1,37346.9,27125.5,28791
Q96DB5,RMD1_HUMAN,RMDN1,Regulator of microtubule dynamics protein 1,4,4,63375,68292.3,68917.9,69251.4,49459.8,77599.9,60714.3,67181
Q96DG6,CMBL_HUMAN,CMBL,Carboxymethylenebutenolidase homolog,5,5,572766,586356,607978,615392,542020,593672,543339,583732
Q96DH6,MSI2H_HUMAN,MSI2,RNA-binding protein Musashi homolog 2,2,1,62736.2,77785,63226,49677.6,59097.2,70000.8,53928.6,73953.8
Q96DI7,SNR40_HUMAN,SNRNP40,U5 small nuclear ribonucleoprotein 40 kDa protein,5,5,89746.9,87194.3,83481.3,70553.3,91771.5,104105,94570.9,115667
Q96DM3,RMC1_HUMAN,RMC1,Regulator of MON1-CCZ1 complex,1,1,,,,,,,,
Q96DV4,RM38_HUMAN,MRPL38,Large ribosomal subunit protein mL38,6,6,48932.1,51177.6,54228.2,43469.5,59294.2,35592.2,42791.4,59637.1
Q96DX5,ASB9_HUMAN,ASB9,Ankyrin repeat and SOCS box protein 9,1,1,,,,,,,,
Q96DZ1,ERLEC_HUMAN,ERLEC1,Endoplasmic reticulum lectin 1,3,3,19647.6,16291.4,16382.7,19368,18797.5,18200.5,17021.4,23765.9
Q96E11,RRFM_HUMAN,MRRF,"Ribosome-recycling factor, mitochondrial",1,1,62053.1,60359.7,59368.5,59004.7,76955.1,92261.3,70393.2,84305.7
Q96E29,MTEF3_HUMAN,MTERF3,"Transcription termination factor 3, mitochondrial",1,1,5610.38,,,,,,,7312.26
Q96EA4,SPDLY_HUMAN,SPDL1,Protein Spindly,2,2,,3142.08,,,2940.34,1239.91,,1296.76
Q96EB1,ELP4_HUMAN,ELP4,Elongator complex protein 4,2,2,7866.92,10159.5,15961.3,6604.75,,,9514.7,8716.76
Q96EB6,SIR1_HUMAN,SIRT1,NAD-dependent protein deacetylase sirtuin-1,2,2,111888,185381,149683,92268.6,132464,127715,97910.9,121090
Q96EC8,YIPF6_HUMAN,YIPF6,Protein YIPF6,1,1,19859.1,32941.6,18382.2,25816.2,26394.8,25706.7,41913.3,22876
Q96EE3,SEH1_HUMAN,SEH1L,Nucleoporin SEH1,1,1,63975.6,51321.1,22456.9,50605.5,54273,46138.6,45352.9,42630.6
Q96EH3,MASU1_HUMAN,MALSU1,Mitochondrial assembly of ribosomal large subunit protein 1,1,1,,4203.54,3723.92,,,3983.16,,
Q96EI5,TCAL4_HUMAN,TCEAL4,Transcription elongation factor A protein-like 4,1,1,,,10399.4,6363.83,3933.8,6563.97,,6799.2
Q96EK5,KBP_HUMAN,KIFBP,KIF-binding protein,5,5,60859.9,60083.7,55822.7,64011.4,69472.4,76727.8,65863.2,60781.2
Q96EK6,GNA1_HUMAN,GNPNAT1,Glucosamine 6-phosphate N-acetyltransferase,1,1,254068,310595,268703,311561,286335,309858,288289,349132
Q96EK7,F120B_HUMAN,FAM120B,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,3,3,,,1969.17,,,,1067.53,
Q96EK9,KTI12_HUMAN,KTI12,Protein KTI12 homolog,1,1,6865.49,,8160.84,,,5463.27,,
Q96EL3,RM53_HUMAN,MRPL53,Large ribosomal subunit protein mL53,2,2,163518,188186,171606,177557,188225,186150,146563,188699
Q96EM0,T3HPD_HUMAN,L3HYPDH,Trans-3-hydroxy-L-proline dehydratase,1,1,,,,,,,,
Q96EN8,MOCOS_HUMAN,MOCOS,Molybdenum cofactor sulfurase,3,3,43134.2,61337.5,43525.3,41787.7,46411,50345.1,44137.3,47129.9
Q96EP0,RNF31_HUMAN,RNF31,E3 ubiquitin-protein ligase RNF31,1,1,,,,,,,,
Q96EP5,DAZP1_HUMAN,DAZAP1,DAZ-associated protein 1,3,3,193669,196224,201818,205497,225378,187043,212777,220419
Q96EQ0,SGTB_HUMAN,SGTB,Small glutamine-rich tetratricopeptide repeat-containing protein beta,2,2,,,,1326.75,,,,
Q96ER3,SAAL1_HUMAN,SAAL1,Protein SAAL1,2,2,30549.9,59459.5,30263,66359.8,57477.3,50743.4,38879.6,67873.2
Q96ER9,MITOK_HUMAN,CCDC51,Mitochondrial potassium channel,4,4,80037,90529.9,106976,98391.8,109135,108724,99411.1,84722.3
Q96ES7,SGF29_HUMAN,SGF29,SAGA-associated factor 29,1,1,,3636,,,5708.93,5025.11,4827.43,3300.76
Q96EV2,RBM33_HUMAN,RBM33,RNA-binding protein 33,4,4,18522,20626.9,19367.2,18409.5,27117.4,20433,24471.8,24786.8
Q96EV8,DTBP1_HUMAN,DTNBP1,Dysbindin,2,2,5736.04,6738.79,,4046,,,,4018.29
Q96EX3,DC2I2_HUMAN,DYNC2I2,Cytoplasmic dynein 2 intermediate chain 2,2,2,28477.9,10305.9,,17421.1,11993.9,,,
Q96EY1,DNJA3_HUMAN,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",6,6,124709,136361,104870,79304.8,119032,150195,123692,111085
Q96EY7,PTCD3_HUMAN,PTCD3,Small ribosomal subunit protein mS39,3,3,68258.1,96098.8,92150.2,73746.2,80512.7,87208.3,61303.1,78241.8
Q96EY8,MMAB_HUMAN,MMAB,Corrinoid adenosyltransferase MMAB,2,2,,23744.1,,27092.1,28930,52827.2,19176.8,33012.1
Q96EY9,ADAT3_HUMAN,ADAT3,Probable inactive tRNA-specific adenosine deaminase-like protein 3,1,1,,,,1266.18,,,,1387.02
Q96F86,EDC3_HUMAN,EDC3,Enhancer of mRNA-decapping protein 3,1,1,96488.3,107842,90302.3,105768,63426.1,102665,96563.1,75766.5
Q96FF9,CDCA5_HUMAN,CDCA5,Sororin,2,2,6614.19,5480.24,12390.9,11562.2,10512.6,8897.27,11969.1,7561.03
Q96FJ0,STALP_HUMAN,STAMBPL1,AMSH-like protease,5,5,,1785.15,2611.84,1379.5,2794.34,,1837.27,2332.15
Q96FK6,WDR89_HUMAN,WDR89,WD repeat-containing protein 89,1,1,,5069.38,4613.75,7463.06,,6018.62,,
Q96FN4,CPNE2_HUMAN,CPNE2,Copine-2,3,3,3925.49,4987.27,6144.14,2763.52,,5257.9,10390.3,4250.01
Q96FQ6,S10AG_HUMAN,S100A16,Protein S100-A16,1,1,,,,,,,,
Q96FS4,SIPA1_HUMAN,SIPA1,Signal-induced proliferation-associated protein 1,4,4,4686.62,4173.77,5111.88,4729.76,5071.56,,6375.24,4699.23
Q96FV2,SCRN2_HUMAN,SCRN2,Secernin-2,2,2,24487.9,22711.4,18055.4,20686.9,18101.3,20521.5,14394.5,29283.8
Q96FV9,THOC1_HUMAN,THOC1,THO complex subunit 1,5,5,58947.7,62213.8,66126.2,60995.9,50175.2,81527.3,73319.8,78053.4
Q96FW1,OTUB1_HUMAN,OTUB1,Ubiquitin thioesterase OTUB1,4,4,520314,560451,506484,539162,478992,545185,492554,572451
Q96FZ2,HMCES_HUMAN,HMCES,Abasic site processing protein HMCES,1,1,,,,,,,,13496.2
Q96FZ7,CHMP6_HUMAN,CHMP6,Charged multivesicular body protein 6,2,2,,978.673,,,1587.54,957.061,,2183.86
Q96G03,PGM2_HUMAN,PGM2,Phosphopentomutase,6,6,159338,160969,150668,169291,147938,170598,157829,142058
Q96G46,DUS3L_HUMAN,DUS3L,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,9,9,50615.5,66103.6,46908,39117.9,83254.3,83401.1,26965.9,94024.4
Q96GA3,LTV1_HUMAN,LTV1,Protein LTV1 homolog,4,4,24906.6,25464.1,23564.3,35005.2,32346.2,26714.1,30281.1,24407.9
Q96GA7,SDSL_HUMAN,SDSL,Serine dehydratase-like,3,3,56884.3,74001.4,59076.7,56661.5,56614.5,59724.7,60661.5,64164.4
Q96GC5,RM48_HUMAN,MRPL48,Large ribosomal subunit protein mL48,2,2,37175.1,38490.7,41367.3,40772.2,29824.5,46974.7,51225.5,52229.9
Q96GC9,VMP1_HUMAN,VMP1,Vacuole membrane protein 1,1,1,21505.9,26724.3,,32300.5,29598,23192.7,31953.4,27962.5
Q96GD0,PLPP_HUMAN,PDXP,Chronophin,3,2,8596.7,6783.97,4953.96,5829.95,8687.77,8176.87,5568.24,3935.87
Q96GD4,AURKB_HUMAN,AURKB,Aurora kinase B,1,1,,2526.73,,,,,733.251,
Q96GG9,DCNL1_HUMAN,DCUN1D1,DCN1-like protein 1,3,3,68065.8,55654.6,67366.3,61637.2,70110.3,80743.9,59445.6,54394.6
Q96GK7,FAH2A_HUMAN,FAHD2A,"Oxaloacetate tautomerase FAHD2A, mitochondrial",1,1,65249.5,71896.6,58091.6,74560.5,88331,94639.6,,115587
Q96GM5,SMRD1_HUMAN,SMARCD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,4,4,50879.4,49701.7,49729.1,61247.5,40075.1,39544.4,34779.4,33370.9
Q96GM8,TOE1_HUMAN,TOE1,Target of EGR1 protein 1,3,3,151634,160921,210502,242061,162269,121309,122618,207014
Q96GQ5,RUSF1_HUMAN,RUSF1,RUS family member 1,2,2,,,,,2667.3,,5189.18,
Q96GQ7,DDX27_HUMAN,DDX27,Probable ATP-dependent RNA helicase DDX27,14,14,279227,350904,264188,268561,260704,280380,260543,289384
Q96GS4,BORC6_HUMAN,BORCS6,BLOC-1-related complex subunit 6,2,2,706.387,,,1158.19,362.702,777.965,842.544,
Q96GX2,A7L3B_HUMAN,ATXN7L3B,Ataxin-7-like protein 3B,1,1,39025.2,35876.2,44275.8,50472.7,46983.2,38573.6,49976.6,56118.3
Q96GX9,MTNB_HUMAN,APIP,Methylthioribulose-1-phosphate dehydratase,2,2,10731.7,13719.7,9941.55,12186.3,17954.9,14352.2,14097.3,13901.4
Q96H20,SNF8_HUMAN,SNF8,Vacuolar-sorting protein SNF8,1,1,,25395.6,,7155.31,18657.3,30762.8,21160.9,22581.4
Q96H55,MYO19_HUMAN,MYO19,Unconventional myosin-XIX,1,1,,,,,,,,
Q96H78,S2544_HUMAN,SLC25A44,Solute carrier family 25 member 44,1,1,,,,10184.1,,,8770.79,13802.1
Q96H79,ZCCHL_HUMAN,ZC3HAV1L,Zinc finger CCCH-type antiviral protein 1-like,1,1,3871.72,,3917.55,,3021.8,,,3232.8
Q96HA7,TONSL_HUMAN,TONSL,Tonsoku-like protein,3,3,4977.94,7796.03,5613.63,5756.2,4518,6994.58,,
Q96HA8,NTAQ1_HUMAN,NTAQ1,Protein N-terminal glutamine amidohydrolase,1,1,,10554,6710.52,4350.79,7582.26,7960.07,,
Q96HB5,CC120_HUMAN,CCDC120,Coiled-coil domain-containing protein 120,1,1,,5584.81,,,,,7366.13,
Q96HC4,PDLI5_HUMAN,PDLIM5,PDZ and LIM domain protein 5,7,7,182251,184671,218049,200289,207923,188276,187246,219516
Q96HD1,CREL1_HUMAN,CRELD1,Protein disulfide isomerase CRELD1,2,2,10523.3,6488.1,3812.71,,,,,
Q96HE7,ERO1A_HUMAN,ERO1A,ERO1-like protein alpha,7,6,368374,435701,385811,407925,388174,430389,418619,432616
Q96HJ9,FMC1_HUMAN,FMC1,Protein FMC1 homolog,1,1,16336.1,16477.8,28391,24595.2,19907.3,19061.4,21536.3,34170.8
Q96HN2,SAHH3_HUMAN,AHCYL2,Adenosylhomocysteinase 3,1,1,11417.7,,13038.9,,,10781.2,15151.6,
Q96HP4,OXND1_HUMAN,OXNAD1,Oxidoreductase NAD-binding domain-containing protein 1,1,1,22720.7,24936.7,,14207.6,22141.9,,16343.5,25468.1
Q96HR3,MED30_HUMAN,MED30,Mediator of RNA polymerase II transcription subunit 30,1,1,4250.2,,,3054.68,,3313.05,,
Q96HS1,PGAM5_HUMAN,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",4,4,282010,333902,309111,321520,319381,386495,332938,402199
Q96HW7,INT4_HUMAN,INTS4,Integrator complex subunit 4,4,4,7621.51,8440.65,9211.04,10352.9,10120.5,8948.36,5757.32,13658.8
Q96HY6,DDRGK_HUMAN,DDRGK1,DDRGK domain-containing protein 1,1,1,30409.6,27534.4,31927,36840.2,36398.7,43906,48790.2,35094.1
Q96HY7,DHTK1_HUMAN,DHTKD1,2-oxoadipate dehydrogenase complex component E1,1,1,16275.6,18602.4,,8258.97,,,6610.23,11090.4
Q96I24,FUBP3_HUMAN,FUBP3,Far upstream element-binding protein 3,10,10,92320.9,112600,99790.6,96616.5,81128.8,113202,98944.5,122043
Q96I25,SPF45_HUMAN,RBM17,Splicing factor 45,5,5,42206.3,61083.1,57943.7,55556.1,48767.2,67717.6,59616.9,59127.2
Q96I34,PP16A_HUMAN,PPP1R16A,Protein phosphatase 1 regulatory subunit 16A,1,1,,,,,,,,
Q96I59,SYNM_HUMAN,NARS2,Asparaginyl-tRNA synthetase,1,1,8038.56,,,,10173.9,,,4551.21
Q96I99,SUCB2_HUMAN,SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",9,9,201012,220943,213360,230073,207489,214947,210563,254259
Q96IG2,FXL20_HUMAN,FBXL20,F-box/LRR-repeat protein 20,3,3,4239.41,,5444.38,2105.71,2971.35,3931.45,3851.13,4826.12
Q96IJ6,GMPPA_HUMAN,GMPPA,Mannose-1-phosphate guanylyltransferase regulatory subunit alpha,4,4,32841.5,34549.6,37640.2,46860.5,35061.1,43357.9,37485.2,41557.6
Q96IR7,HPDL_HUMAN,HPDL,4-hydroxyphenylpyruvate dioxygenase-like protein,4,4,10872.4,11412.3,11053.4,10749.2,10460.3,9253.85,9421.98,10423.3
Q96IU4,ABHEB_HUMAN,ABHD14B,Putative protein-lysine deacylase ABHD14B,1,1,228623,272390,197504,252460,247759,308320,204258,280574
Q96IV0,NGLY1_HUMAN,NGLY1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,1,1,,,,,,,,
Q96IW7,SC22A_HUMAN,SEC22A,Vesicle-trafficking protein SEC22a,1,1,22152.4,,,45376,,,45017.4,42326
Q96IX5,ATPMK_HUMAN,ATP5MK,"ATP synthase membrane subunit K, mitochondrial",1,1,8384.75,,,,5678.24,,4072.64,
Q96IY4,CBPB2_HUMAN,CPB2,Carboxypeptidase B2,1,1,,,22588.7,13814,14668.1,16472.9,7201.28,
Q96IZ0,PAWR_HUMAN,PAWR,PRKC apoptosis WT1 regulator protein,4,4,73862.8,60405.6,72494.2,67950.5,65126.3,72765.6,64535.7,58698.7
Q96IZ7,RSRC1_HUMAN,RSRC1,Serine/Arginine-related protein 53,1,1,5494.58,,8377.03,6286.52,5575.64,,9033.33,4909.55
Q96J01,THOC3_HUMAN,THOC3,THO complex subunit 3,1,1,45898,26852,17730.4,30785.3,26505.9,29247.8,23202.9,41349.3
Q96J02,ITCH_HUMAN,ITCH,E3 ubiquitin-protein ligase Itchy homolog,2,1,,,,4594.98,,,2804.79,1673.81
Q96J84,KIRR1_HUMAN,KIRREL1,Kin of IRRE-like protein 1,1,1,,,59271,,,,,63650
Q96J88,ESIP1_HUMAN,EPSTI1,Epithelial-stromal interaction protein 1,1,1,,115630,115811,,,108863,72478.5,
Q96JB2,COG3_HUMAN,COG3,Conserved oligomeric Golgi complex subunit 3,1,1,4417.33,,,,1204.83,,,
Q96JB5,CK5P3_HUMAN,CDK5RAP3,CDK5 regulatory subunit-associated protein 3,5,5,121534,141521,125606,95888.9,119226,134552,152852,129792
Q96JC1,VPS39_HUMAN,VPS39,Vam6/Vps39-like protein,2,2,,58102.8,,,37565.9,,56317.3,29454.6
Q96JG6,VPS50_HUMAN,VPS50,Syndetin,4,4,5245.35,4252.15,3819.37,2862.03,3256.13,5552.93,,4043.45
Q96JH7,VCIP1_HUMAN,VCPIP1,Deubiquitinating protein VCPIP1,8,8,9254.27,9227.44,9315.38,6450.28,10784,9680.17,6252.98,14078.7
Q96JJ7,TMX3_HUMAN,TMX3,Protein disulfide-isomerase TMX3,5,5,105161,105357,104376,106139,104127,125963,93188.2,107130
Q96JM3,CHAP1_HUMAN,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1,12,12,172653,169083,192865,185685,141148,182123,152998,198508
Q96JP5,ZFP91_HUMAN,ZFP91,E3 ubiquitin-protein ligase ZFP91,1,1,23326.6,35787.4,35043.4,30905.5,25485.7,34025.5,28275.6,25563.7
Q96K17,BT3L4_HUMAN,BTF3L4,Transcription factor BTF3 homolog 4,3,3,236770,192519,180297,222622,222141,243410,248900,167392
